公告类型,公告子类型,公告标题,公告内容,项目编号,产品,招标预算金额（元）,招标公司,招标公司类型,招标联系人,招标代理机构,代理机构联系人,中标公司,中标联系人,中标金额（元）,发布时间,省份,城市,招标状态,标书获取截止日期,投标截止日期,链接,公司地址,招标数量,招标总金额,供应商数量
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",28500.0,山东工商学院,学校,,,,湖南典阅教育科技有限公司 ,"中标人     13257324046 ,中标人     13718121588 ,中标人     19896202415 ,中标人     13647313543 ,丁**     18711314741 ",28500.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351204905/b2,地址长沙高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第2层228-230,143 次,"4,681.94 万",73 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",86000.0,山东工商学院,学校,,,,长春市敏学教育科技有限公司 ,"中标人     13394471330 ,中标人     18616531551 ",86000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351207040/b2,地址长春市高新区蔚山路2499号科技园大厦A座六层610-7室,11 次,230.04 万,5 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",99000.0,山东工商学院,学校,,,,山东润楚教育科技有限公司 ,"中标人     18954811668 ,中标人     18866883988 ",99000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351205295/b2,地址山东省济南市市中区纬二路66号2号楼2楼2-13,13 次,442.18 万,7 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",100000.0,山东工商学院,学校,,,,湖南典阅教育科技有限公司 ,"中标人     13257324046 ,中标人     13718121588 ,中标人     19896202415 ,中标人     13647313543 ,丁**     18711314741 ",100000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351205939/b2,地址长沙高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第2层228-230,143 次,"4,681.94 万",73 家
中标,合同,【山东省本级】山东工商学院跨境电商实训平台、培训开发软件、AR虚拟仿真及继续教育网络教学资源合同公开,,SDGP370000000202202003695,"AR虚拟仿真,跨境电商实训平台,行业应用软件,继续教育网络教学资源,培训开发软件",76000.0,山东工商学院,学校,,,,重庆夼旗科技有限公司 ,"中标人     18983392976 ,中标人     13883051802 ",76000.0,2022-08-11,山东,烟台,,,,https://www.zhiliaobiaoxun.com/content/351204923/b2,地址重庆市南岸区亚太路9号6幢14-1,30 次,394.54 万,19 家
中标,合同,【山东省本级】济宁学院科研创新平台设备采购（G-N包）合同公开,,SDGP370000000202202006049,"虚拟仿真软件,科研创新平台设备,教学专用仪器",300800.0,济宁学院,学校,采购人-18463730445,,,山东伏波教育科技有限公司 ,中标人     13012998592 ,300800.0,2022-08-11,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/351264069/b2,地址山东省济南市历下区解放路62号五层5-A28室,18 次,245.09 万,7 家
中标,中标结果,山东信息职业技术学院实网攻防靶场虚拟仿真实训室建设项目中标（成交）公告,,SDGP370000000202202005677,实网攻防靶场虚拟仿真实训室建设项目,595000.0,山东信息职业技术学院,学校,采购人-0536-2958168,山东世纪华都工程咨询有限公司,代理联系人-15306460729,山东谷联网络技术有限公司 ,"中标人     15605319913 ,慈*     15508621630 ,中标人     18563712977 ,中标人     19546129642 ,中标人     18766189953 ",595000.0,2022-08-10,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/350872318/b2,地址济南市历下区文化东路63号恒大帝景9号楼1116,268 次,1.30 亿,67 家
中标,中标结果,山东信息职业技术学院无人机飞行虚拟仿真技研室建设项目中标（成交）公告,,SDGP370000000202202005675,无人机飞行虚拟仿真技研室建设项目,985713.0,山东信息职业技术学院,学校,采购人-0536-2958168,山东世纪华都工程咨询有限公司,代理联系人-15306460729,山东易通通信发展有限公司 ,中标人     18005360536 ,985713.0,2022-08-10,山东,潍坊,,,,https://www.zhiliaobiaoxun.com/content/350871895/b2,地址山东省潍坊市奎文区鸢飞路626号中友大厦1019室,23 次,242.78 万,13 家
中标,中标结果,山东建筑大学绿色建筑材料腐蚀防护与电镀虚拟仿真实验项目中标（成交）公告,,SDGP370000000202202006408,绿色建筑材料腐蚀防护与电镀虚拟仿真实验项目,395500.0,山东建筑大学,学校,采购人-86361800,山东国大招标有限公司,王*-0531-80996696,北京易智时代数字科技有限公司 ,"中标人     13911029389 ,中标人     010-62919812 ",395500.0,2022-08-09,山东,,,,,https://www.zhiliaobiaoxun.com/content/350680331/b2,地址北京市海淀区上地东里二区7号楼3门一层102,34 次,"2,213.42 万",17 家
中标,中标结果,山东水利职业学院装配式钢结构虚拟仿真实训项目中标（成交）公告,,SDGP370000000202202005930,装配式钢结构虚拟仿真实训项目,537000.0,山东水利职业学院,学校,采购人-0633-7983960,山东金帆项目管理有限公司,于*-13561918705,山东新之筑信息科技有限公司 ,"中标人     18615520863 ,中标人     13805317807 ,中标人     15650581661 ,周**     0531-88823532 ,孙*     0633-8868986 ",537000.0,2022-08-09,山东,日照,,,,https://www.zhiliaobiaoxun.com/content/350602653/b2,地址山东省济南市高新区开拓路2350号诚创大厦C区,65 次,"3,198.34 万",19 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,济南玉华实验室装备有限公司 ,"中标人     15066666094 ,史*     18660169202 ,中标人     0531-62335657 ",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址山东省济南市天桥区蓝翔路32-18号,165 次,"4,154.93 万",55 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,亿维数字技术股份有限公司 ,"中标人     13666378678 ,刘*     13361033355 ,罗*     18865902822 ,宋**     18865307961 ,秦**     13325183300 ",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址济宁高新区海川路69号,"4,379 次",39.77 亿,754 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,山东振强国际贸易有限公司 ,中标人     13296405198 ,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址山东省济南市历下区山大路166号2506室,234 次,"7,729.0 万",57 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,青岛光线电子科技有限公司 ,"中标人     13658663399 ,中标人     15192040007 ",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址青岛市李沧区青山路601号17栋3单元501户,106 次,"4,520.19 万",16 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,山东赛文电子科技有限公司 ,中标人     13854500229 ,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址山东省烟台市高新区蓝海路2号蓝色智谷15号楼校地合作示范基地二楼,13 次,299.16 万,5 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,山东超算网络科技有限公司 ,"中标人     18954160365 ,中标人     18905313172 ,高**     18053108119 ",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址山东省济南市历城区王舍人街道万象新天小区一区13号楼2-803,27 次,453.13 万,11 家
中标,中标结果,济宁学院科研创新平台设备采购项目（A-F包）中标（成交）公告,,SDGP370000000202202006050,"虚拟仿真平台,实验仪器,服务器设备,科研设备,教学科研仪器,人工智能实验平台,科研创新平台设备,物理化学实验设备,基础化学实验室改造,分析仪器,高性能超算平台,工程工艺与检测设备,实验室家具与隔断,生物与医药重点学科及靶向药物研究平台建设,数字三笔字实训室建设,集群机器人协调控制实验平台",0.0,济宁学院,学校,采购人-0537-3196159,昆仑项目管理（山东）有限公司,段*-0537-2616518,慕乐网络科技（大连）有限公司 ,"王**     0411-83010751 ,中标人     18842693513 ,中标人     15942806613 ,中标人     15941158063 ,李**     17736279939 ",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 796800.0 0.0 0.0,2022-08-06,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349814202/b2,地址辽宁省大连高新技术产业园区广贤路57号2单元1层1号,20 次,315.18 万,12 家
中标,中标结果,山东医药技师学院优质专业建设-阿司匹林3D虚拟现实仿真软件购置项目目（4622）中标（成交）公告,,SDGP370000000202202006332,3D虚拟现实仿真软件,299000.0,山东医药技师学院,学校,采购人-0538-8941689,山东三木招标有限公司,陈*-0531-82906138,山东闻合达经贸有限公司 ,"中标人     15866740109 ,赵*     18615511303 ,赵*     0531-55515881 ",299000.0,2022-08-05,山东,泰安,,,,https://www.zhiliaobiaoxun.com/content/349549996/b2,地址山东省济南市高新区舜华路2000号舜泰广场6号楼27层CD区D7房间,94 次,"2,826.33 万",22 家
中标,中标结果,济宁学院科研创新平台设备采购（G-N包）中标（成交）公告,,SDGP370000000202202006049,"虚拟仿真平台建设,分析测试中心建设,科研创新服务平台,科研创新平台设备,智慧实验室综合管理平台,智能装备创新平台,直播电商供应链产学研中心,新能源开发创新平台,安全检测科研平台",0.0,济宁学院,学校,采购人-0537-3196159,山东新世纪招标有限公司,李**-18053757700,北京易普拉格科技股份有限公司 ,"中标人     18782930854 ,中标人     18300278929 ,中标人     010-62502586 ,中标人     18911366267 ,中标人     010-62502558 ",1140000.0 0.0 0.0 0.0 0.0 0.0 0.0,2022-08-05,山东,济宁,,,,https://www.zhiliaobiaoxun.com/content/349636796/b2,地址北京市海淀区西三旗昌临801号27号201,997 次,35.22 亿,574 家
